age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43, Private,13, Never-married, Tech-support, Other-relative, White, Female,789,734,54, India, <=50K
44, State-gov,6, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,35586,1100,71, Dominican-Republic, >50K
44, Without-pay,10, Never-married, ?, Husband, White, Male,3086,1177,64, Greece, <=50K
29, Private,11, Separated, ?, Not-in-family, White, Male,448,465,29, Outlying-US(Guam-USVI-etc), <=50K
40, Local-gov,10, Widowed, Handlers-cleaners, Not-in-family, White, Male,4917,1090,42, Columbia, <=50K
46, Local-gov,10, Married-AF-spouse, Exec-managerial, Husband, Other, Female,11205,1178,51, Mexico, <=50K
37, Never-worked,10, Divorced, Prof-specialty, Husband, White, Female,7726,884,32, United-States, <=50K
30, Without-pay,13, Married-civ-spouse, Sales, Not-in-family, White, Male,40,176,45, United-States, <=50K
28, Federal-gov,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15995,263,86, Holand-Netherlands, <=50K
19, Private,12, Married-civ-spouse, Sales, Other-relative, White, Male,25,31,6, Columbia, >50K
44, Self-emp-inc,11, Married-AF-spouse, Protective-serv, Other-relative, Asian-Pac-Islander, Female,3399,1161,59, Iran, <=50K
43, Private,9, Divorced, Armed-Forces, Not-in-family, Other, Male,24781,999,64, Nicaragua, >50K
39, Self-emp-inc,11, Separated, Farming-fishing, Husband, Black, Female,12280,773,56, Scotland, <=50K
34, Private,15, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,4,132,41, United-States, <=50K
35, Self-emp-inc,12, Separated, Sales, Not-in-family, White, Female,7048,534,55, Nicaragua, >50K
49, Self-emp-inc,9, Married-civ-spouse, Adm-clerical, Other-relative, Other, Male,25908,1821,53, Mexico, <=50K
39, State-gov,12, Married-civ-spouse, Sales, Unmarried, Black, Female,487,718,67, United-States, <=50K
43, Local-gov,9, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15146,1149,39, Ireland, >50K
42, Private,11, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,2774,1099,59, England, <=50K
38, Self-emp-not-inc,12, Never-married, Armed-Forces, Own-child, White, Male,862,621,54, Peru, <=50K
49, Local-gov,9, Married-spouse-absent, Priv-house-serv, Husband, Other, Female,17842,1382,55, Canada, <=50K
35, Private,13, Separated, Craft-repair, Husband, Black, Female,6049,512,54, United-States, <=50K
20, Private,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,180,17,58, United-States, <=50K
31, Private,15, Divorced, Prof-specialty, Husband, Other, Female,3,115,17, United-States, <=50K
44, Never-worked,10, Never-married, Protective-serv, Not-in-family, White, Female,6412,1345,58, Jamaica, <=50K
43, Private,13, Never-married, Adm-clerical, Husband, White, Female,1400,793,42, China, <=50K
24, Private,6, Never-married, Adm-clerical, Own-child, White, Male,1819,90,64, United-States, <=50K
35, State-gov,14, Married-civ-spouse, Armed-Forces, Own-child, Other, Female,18,213,49, Iran, <=50K
37, Private,12, Never-married, Other-service, Not-in-family, White, Male,679,609,55, Portugal, <=50K
42, Without-pay,5, Divorced, Machine-op-inspct, Not-in-family, White, Female,34274,1008,75, Peru, <=50K
37, State-gov,15, Separated, Priv-house-serv, Husband, Asian-Pac-Islander, Male,68,310,29, United-States, <=50K
28, Private,13, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,16,235,62, United-States, <=50K
41, Without-pay,8, Married-AF-spouse, Prof-specialty, Not-in-family, Black, Male,27724,774,73, Jamaica, <=50K
27, Private,14, Married-civ-spouse, Other-service, Husband, White, Female,10,104,43, Outlying-US(Guam-USVI-etc), <=50K
28, Federal-gov,14, Never-married, Other-service, Not-in-family, White, Female,1,133,75, Outlying-US(Guam-USVI-etc), <=50K
42, State-gov,15, Divorced, Other-service, Husband, Black, Male,202,444,41, England, <=50K
17, Private,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,1, United-States, <=50K
31, Private,11, Married-civ-spouse, Exec-managerial, Own-child, White, Male,313,396,33, France, <=50K
22, Private,11, Separated, Farming-fishing, Husband, White, Male,64,147,19, Outlying-US(Guam-USVI-etc), <=50K
33, Private,15, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,3,115,45, Outlying-US(Guam-USVI-etc), <=50K
30, Self-emp-not-inc,11, Divorced, Adm-clerical, Husband, White, Male,1276,213,37, Cuba, <=50K
41, Without-pay,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,26224,760,72, Outlying-US(Guam-USVI-etc), >50K
45, Self-emp-inc,10, Married-civ-spouse, Transport-moving, Other-relative, Other, Male,15769,1017,52, Columbia, >50K
38, Without-pay,9, Married-spouse-absent, Exec-managerial, Wife, White, Male,10137,654,51, Cuba, <=50K
48, State-gov,12, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,4381,1130,52, Cambodia, >50K
30, Private,9, Married-AF-spouse, ?, Husband, White, Male,3283,251,52, United-States, <=50K
35, Private,12, Married-civ-spouse, Other-service, Other-relative, Black, Male,73,471,66, United-States, <=50K
18, Private,2, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,2463,20,94, United-States, <=50K
29, Federal-gov,15, Married-civ-spouse, Other-service, Husband, White, Female,1,102,55, United-States, <=50K
37, Private,7, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,14990,615,61, United-States, >50K
40, Self-emp-inc,13, Divorced, Other-service, Husband, White, Male,5403,701,42, Cambodia, <=50K
38, Federal-gov,15, Married-civ-spouse, Other-service, Not-in-family, White, Female,47,293,42, India, >50K
48, Private,7, Married-spouse-absent, Adm-clerical, Own-child, Asian-Pac-Islander, Male,38927,1424,61, Nicaragua, >50K
47, State-gov,8, Married-spouse-absent, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,32706,1347,62, Taiwan, >50K
29, Federal-gov,14, Never-married, Other-service, Husband, White, Female,2,144,75, United-States, <=50K
43, Local-gov,14, Divorced, Sales, Husband, White, Female,469,603,48, France, <=50K
26, Private,9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,1305,135,49, Columbia, <=50K
48, Self-emp-not-inc,9, Married-AF-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,27625,1415,59, Columbia, >50K
30, Self-emp-inc,15, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,48,28, United-States, <=50K
37, Local-gov,14, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,46,290,49, India, <=50K
31, Never-worked,11, Divorced, Farming-fishing, Unmarried, White, Male,1432,238,36, United-States, >50K
33, Private,12, Widowed, Craft-repair, Unmarried, Other, Male,268,367,43, United-States, <=50K
46, Private,10, Divorced, ?, Not-in-family, Black, Male,14312,1181,52, China, <=50K
33, Private,13, Never-married, Craft-repair, Other-relative, White, Male,173,373,55, United-States, >50K
35, Private,6, Married-AF-spouse, Machine-op-inspct, Husband, White, Female,26993,654,82, England, >50K
27, Private,14, Married-civ-spouse, Other-service, Husband, White, Male,7,89,46, United-States, <=50K
37, Self-emp-inc,12, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,8403,620,55, United-States, <=50K
46, Private,9, Never-married, Farming-fishing, Own-child, Other, Female,28769,1226,61, Scotland, <=50K
23, State-gov,12, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,113,42,29, Nicaragua, >50K
32, Self-emp-inc,4, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,21423,436,83, Hungary, <=50K
37, Without-pay,11, Divorced, Adm-clerical, Not-in-family, White, Female,12247,644,61, Ireland, >50K
51, Local-gov,9, Widowed, Armed-Forces, Other-relative, Black, Male,22704,1775,57, Mexico, <=50K
51, Private,8, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,37577,1768,59, Mexico, <=50K
34, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,3,116,32, Hungary, <=50K
30, Private,15, Never-married, Prof-specialty, Husband, White, Male,0,58,36, United-States, <=50K
23, Private,15, Never-married, Other-service, Husband, White, Male,0,19,57, United-States, <=50K
44, Federal-gov,11, Widowed, Armed-Forces, Not-in-family, White, Male,5241,1112,55, United-States, <=50K
21, Without-pay,12, Married-civ-spouse, Sales, Husband, White, Male,35,84,10, United-States, <=50K
46, ?,13, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,1804,889,50, El-Salvador, >50K
31, Self-emp-not-inc,11, Separated, Sales, Husband, Amer-Indian-Eskimo, Female,2483,501,23, Italy, <=50K
27, Never-worked,3, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,19764,267,92, United-States, >50K
27, Private,15, Married-civ-spouse, Transport-moving, Husband, White, Male,0,21,25, United-States, <=50K
19, ?,13, Married-civ-spouse, Sales, Own-child, White, Male,25,41,6, United-States, <=50K
42, Federal-gov,5, Never-married, Prof-specialty, Other-relative, Black, Male,33977,986,74, Vietnam, >50K
34, Private,15, Never-married, Prof-specialty, Not-in-family, White, Female,761,354,30, United-States, <=50K
39, State-gov,12, Married-civ-spouse, Transport-moving, Other-relative, White, Female,494,681,61, Scotland, <=50K
32, Private,13, Married-civ-spouse, Adm-clerical, Wife, White, Male,10,253,73, Trinadad&Tobago, <=50K
33, ?,14, Married-civ-spouse, Armed-Forces, Not-in-family, White, Male,12,210,56, Canada, <=50K
23, Self-emp-inc,7, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,834,58,60, United-States, >50K
33, Federal-gov,8, Married-AF-spouse, Prof-specialty, Not-in-family, White, Female,23033,398,82, Cuba, <=50K
37, Local-gov,5, Married-civ-spouse, ?, Not-in-family, Black, Male,26695,680,76, United-States, <=50K
30, Never-worked,11, Never-married, Handlers-cleaners, Husband, Black, Male,433,465,30, Columbia, <=50K
44, Self-emp-inc,12, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,5910,997,46, Cuba, <=50K
42, Local-gov,10, Never-married, ?, Other-relative, Other, Female,14333,1157,38, France, <=50K
19, Private,13, Separated, ?, Husband, White, Male,17,35,5, South, <=50K
28, Private,15, Divorced, Prof-specialty, Husband, White, Male,2,83,10, Outlying-US(Guam-USVI-etc), <=50K
42, Private,11, Never-married, Prof-specialty, Husband, Other, Female,3365,1011,55, Germany, <=50K
48, State-gov,10, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,13257,1612,61, India, <=50K
42, Never-worked,8, Separated, Craft-repair, Husband, White, Female,18268,886,55, Greece, >50K
42, Private,10, Married-AF-spouse, Exec-managerial, Husband, Black, Female,21554,916,63, Holand-Netherlands, >50K
45, Private,11, Married-AF-spouse, Machine-op-inspct, Husband, White, Female,4572,1256,60, Portugal, <=50K
33, Without-pay,4, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,23627,485,84, Holand-Netherlands, <=50K
44, Never-worked,6, Never-married, Transport-moving, Husband, White, Male,35604,1154,72, Peru, <=50K
32, Private,15, Never-married, Armed-Forces, Husband, White, Female,2,103,40, India, <=50K
37, Private,10, Divorced, Other-service, Own-child, Other, Female,2782,899,39, United-States, >50K
32, Private,15, Divorced, Adm-clerical, Own-child, White, Female,9,157,17, China, >50K
46, Self-emp-inc,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,38130,1366,68, Greece, <=50K
26, Never-worked,4, Never-married, Exec-managerial, Husband, White, Male,5425,153,75, Iran, <=50K
48, Private,9, Married-spouse-absent, Adm-clerical, Other-relative, Other, Male,15129,1337,54, Greece, >50K
46, Self-emp-inc,9, Married-AF-spouse, ?, Wife, Asian-Pac-Islander, Male,17478,1073,47, United-States, <=50K
38, Private,14, Never-married, Transport-moving, Not-in-family, White, Male,72,338,49, ?, <=50K
37, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Female,617,516,51, United-States, <=50K
28, Self-emp-inc,10, Divorced, Adm-clerical, Not-in-family, White, Male,1514,177,45, Greece, >50K
48, Never-worked,6, Married-AF-spouse, Machine-op-inspct, Husband, Black, Male,39426,1408,66, Japan, >50K
40, Private,15, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,194,434,36, Columbia, <=50K
22, Private,15, Married-civ-spouse, Other-service, Husband, Other, Male,0,23,38, United-States, <=50K
50, Without-pay,9, Widowed, Armed-Forces, Unmarried, White, Female,18953,1738,60, United-States, >50K
40, State-gov,14, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,336,516,37, ?, <=50K
43, Private,14, Married-civ-spouse, Farming-fishing, Wife, White, Male,487,606,47, Ireland, <=50K
38, Private,11, Married-AF-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,14140,631,64, Ireland, <=50K
48, Private,11, Never-married, ?, Not-in-family, Black, Male,5889,1241,54, India, <=50K
41, Federal-gov,15, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,189,443,43, Canada, <=50K
32, Never-worked,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,24909,536,85, Holand-Netherlands, <=50K
41, Without-pay,6, Separated, Priv-house-serv, Own-child, Black, Female,33046,1009,74, Greece, <=50K
38, Private,11, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,1066,611,47, Philippines, <=50K
31, Local-gov,15, Never-married, Prof-specialty, Husband, White, Male,0,69,38, United-States, <=50K
25, Federal-gov,15, Never-married, Armed-Forces, Not-in-family, White, Male,0,63,71, United-States, <=50K
42, Self-emp-inc,14, Never-married, Prof-specialty, Not-in-family, White, Female,327,543,48, United-States, <=50K
26, Never-worked,4, Never-married, Prof-specialty, Husband, White, Male,6176,161,77, Vietnam, >50K
46, Federal-gov,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,2936,984,49, Hungary, >50K
32, Never-worked,8, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,5098,316,55, Nicaragua, <=50K
30, Private,13, Married-civ-spouse, Armed-Forces, Husband, White, Male,14,274,66, United-States, <=50K
27, Private,13, Married-civ-spouse, Armed-Forces, Husband, White, Male,12,174,58, United-States, <=50K
36, Self-emp-not-inc,12, Divorced, Sales, Not-in-family, Black, Female,6729,550,54, Yugoslavia, <=50K
42, ?,10, Widowed, Handlers-cleaners, Husband, Black, Female,12392,1340,41, Germany, <=50K
35, Self-emp-not-inc,15, Married-civ-spouse, Craft-repair, Husband, White, Female,262,403,27, China, <=50K
18, Private,13, Married-civ-spouse, ?, Wife, White, Male,5,15,4, United-States, <=50K
36, Self-emp-inc,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,684,473,31, South, <=50K
20, Private,12, Married-civ-spouse, Adm-clerical, Own-child, White, Male,59,22,32, United-States, >50K
37, Federal-gov,14, Never-married, Adm-clerical, Husband, White, Male,109,415,55, Hungary, <=50K
24, Private,7, Married-civ-spouse, ?, Not-in-family, White, Male,1223,77,61, United-States, <=50K
20, Private,12, Never-married, Tech-support, Husband, White, Male,82,84,9, United-States, <=50K
50, Never-worked,8, Widowed, Other-service, Unmarried, White, Female,32741,1489,53, Trinadad&Tobago, <=50K
22, State-gov,15, Never-married, Other-service, Husband, White, Male,0,3,39, United-States, <=50K
23, Private,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3351,84,79, Ecuador, <=50K
42, Private,13, Divorced, Other-service, Own-child, Black, Male,3059,867,42, China, <=50K
33, Private,9, Separated, Machine-op-inspct, Not-in-family, White, Male,5392,385,51, United-States, >50K
35, Federal-gov,12, Married-civ-spouse, Armed-Forces, Husband, Black, Male,265,383,51, Outlying-US(Guam-USVI-etc), <=50K
39, Federal-gov,9, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Female,25316,649,75, Scotland, <=50K
29, Private,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,33,23, United-States, <=50K
22, Self-emp-inc,8, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,686,56,57, Jamaica, <=50K
29, Private,13, Married-civ-spouse, Craft-repair, Husband, Other, Male,35,167,42, United-States, <=50K
21, Private,13, Divorced, Farming-fishing, Own-child, White, Male,42,27,20, Thailand, <=50K
28, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,25,147,38, United-States, <=50K
32, Private,15, Married-civ-spouse, Other-service, Own-child, White, Female,3,116,49, Scotland, <=50K
18, Self-emp-not-inc,12, Separated, Farming-fishing, Other-relative, White, Male,6,13,4, United-States, >50K
41, Never-worked,8, Never-married, Other-service, Other-relative, White, Male,16440,863,54, Hungary, <=50K
21, Never-worked,6, Never-married, Transport-moving, Not-in-family, White, Male,646,35,66, Holand-Netherlands, >50K
35, Local-gov,15, Never-married, Transport-moving, Husband, White, Male,5,137,31, India, <=50K
19, Private,11, Married-civ-spouse, Farming-fishing, Own-child, White, Male,30,8,42, United-States, <=50K
39, Without-pay,10, Married-spouse-absent, Armed-Forces, Husband, White, Female,17504,692,66, Greece, >50K
35, Private,14, Married-civ-spouse, Other-service, Not-in-family, White, Female,19,223,51, Cuba, <=50K
38, State-gov,14, Never-married, Machine-op-inspct, Not-in-family, White, Male,1761,583,36, United-States, <=50K
26, Federal-gov,14, Never-married, Craft-repair, Husband, White, Male,0,87,75, United-States, <=50K
34, Never-worked,10, Married-civ-spouse, Sales, Husband, White, Female,4475,730,29, Outlying-US(Guam-USVI-etc), <=50K
41, Private,11, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,929,852,66, Portugal, <=50K
19, Private,13, Separated, Prof-specialty, Other-relative, White, Male,15,30,5, United-States, >50K
45, Private,14, Never-married, Priv-house-serv, Own-child, White, Female,1083,750,46, Outlying-US(Guam-USVI-etc), >50K
27, Self-emp-not-inc,11, Married-civ-spouse, Sales, Not-in-family, White, Male,990,301,18, Philippines, >50K
28, Private,15, Never-married, Prof-specialty, Husband, White, Female,0,87,56, Ecuador, <=50K
24, Private,3, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,8312,141,86, United-States, <=50K
28, Private,11, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,1085,294,19, India, <=50K
35, Self-emp-inc,7, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,11220,496,60, Outlying-US(Guam-USVI-etc), <=50K
46, Federal-gov,10, Widowed, Armed-Forces, Not-in-family, Other, Male,5803,1343,62, Haiti, <=50K
48, Self-emp-inc,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,11424,1564,61, ?, <=50K
18, Private,13, Married-civ-spouse, Sales, Husband, White, Male,2,7,4, United-States, >50K
26, Private,14, Married-civ-spouse, Other-service, Husband, White, Male,0,70,79, United-States, <=50K
46, Without-pay,9, Married-civ-spouse, Sales, Not-in-family, Black, Female,19628,1672,50, Vietnam, <=50K
42, Federal-gov,11, Married-civ-spouse, Craft-repair, Husband, Other, Female,3488,1143,58, Peru, <=50K
44, Local-gov,11, Married-spouse-absent, Sales, Husband, White, Female,11036,986,49, Laos, <=50K
32, Private,14, Married-AF-spouse, Transport-moving, Husband, White, Male,2370,311,45, United-States, <=50K
40, Federal-gov,12, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,845,802,62, United-States, <=50K
35, Private,14, Married-AF-spouse, Transport-moving, Husband, Black, Male,2963,404,37, China, <=50K
39, Never-worked,5, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Male,31636,826,80, Greece, >50K
39, State-gov,13, Married-civ-spouse, Armed-Forces, Unmarried, White, Male,253,537,55, France, <=50K
24, State-gov,15, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,55,8, Holand-Netherlands, <=50K
39, Federal-gov,11, Widowed, Exec-managerial, Not-in-family, Other, Male,1283,767,56, United-States, <=50K
29, Self-emp-not-inc,11, Divorced, Adm-clerical, Other-relative, White, Male,1249,257,25, Columbia, <=50K
33, Federal-gov,14, Never-married, Other-service, Husband, White, Male,13,213,56, United-States, <=50K
30, Self-emp-not-inc,11, Separated, Machine-op-inspct, Husband, White, Male,2094,478,23, Columbia, <=50K
42, Self-emp-inc,13, Married-spouse-absent, Other-service, Own-child, White, Male,1449,724,38, ?, >50K
41, State-gov,11, Married-AF-spouse, ?, Own-child, Other, Female,2402,990,57, Ireland, >50K
25, Private,11, Never-married, Adm-clerical, Other-relative, White, Male,327,116,19, Nicaragua, <=50K
46, Private,10, Divorced, Craft-repair, Own-child, White, Male,19047,1220,54, China, >50K
25, Private,12, Separated, Craft-repair, Husband, White, Male,659,263,16, France, <=50K
45, State-gov,11, Married-civ-spouse, Transport-moving, Own-child, White, Male,10578,1040,49, Poland, >50K
32, Private,12, Married-civ-spouse, Sales, Husband, White, Male,161,302,42, Outlying-US(Guam-USVI-etc), <=50K
26, Private,4, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,7449,184,77, Greece, <=50K
41, Federal-gov,14, Never-married, Other-service, Husband, White, Female,484,577,39, France, <=50K
42, Local-gov,10, Divorced, Farming-fishing, Husband, Other, Female,16816,955,57, China, <=50K
44, Private,7, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,34693,1097,70, Guatemala, <=50K
51, Local-gov,7, Separated, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,39196,1714,59, Jamaica, <=50K
36, Private,14, Divorced, Adm-clerical, Husband, Black, Male,347,445,29, India, <=50K
34, Local-gov,15, Never-married, Transport-moving, Husband, White, Male,67,259,21, Iran, >50K
41, Private,12, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,1129,862,60, Germany, <=50K
36, Private,12, Never-married, Prof-specialty, Husband, White, Male,104,524,66, Scotland, <=50K
28, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Male,1807,171,49, Peru, <=50K
28, Private,12, Separated, Exec-managerial, Husband, Other, Female,128,278,31, France, <=50K
38, Self-emp-not-inc,13, Divorced, Machine-op-inspct, Husband, White, Female,4928,547,40, Mexico, <=50K
43, Self-emp-not-inc,8, Married-spouse-absent, Machine-op-inspct, Other-relative, Other, Male,22760,1028,56, Thailand, >50K
30, Private,5, Married-civ-spouse, Transport-moving, Other-relative, White, Male,9591,285,71, United-States, <=50K
45, Without-pay,9, Never-married, Exec-managerial, Own-child, White, Female,15541,1017,45, Columbia, <=50K
45, Private,9, Separated, Prof-specialty, Husband, Black, Female,27947,1100,64, Holand-Netherlands, >50K
22, Private,15, Never-married, Other-service, Husband, White, Male,0,12,58, United-States, <=50K
42, Local-gov,11, Married-civ-spouse, Armed-Forces, Own-child, Black, Female,2955,888,51, Jamaica, <=50K
43, ?,14, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,348,533,43, India, <=50K
26, Never-worked,8, Divorced, Adm-clerical, Husband, White, Male,1699,127,55, United-States, >50K
50, Never-worked,7, Divorced, Priv-house-serv, Unmarried, White, Male,41368,1534,62, India, >50K
43, Private,10, Married-civ-spouse, Armed-Forces, Unmarried, Black, Female,20390,1060,58, Holand-Netherlands, <=50K
37, Private,10, Widowed, Protective-serv, Husband, White, Female,7263,887,32, Outlying-US(Guam-USVI-etc), <=50K
35, Private,10, Separated, Protective-serv, Not-in-family, White, Male,3122,808,35, United-States, <=50K
44, Self-emp-not-inc,11, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,2973,1151,64, Philippines, <=50K
39, Federal-gov,5, Married-spouse-absent, Farming-fishing, Not-in-family, White, Female,32188,814,80, Scotland, >50K
29, Private,12, Married-civ-spouse, Craft-repair, Husband, White, Male,8259,150,83, United-States, <=50K
42, State-gov,11, Married-civ-spouse, Other-service, Husband, White, Female,1457,976,65, United-States, <=50K
48, Without-pay,7, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,39993,1525,64, Ireland, <=50K
39, Never-worked,11, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,15185,708,63, Laos, <=50K
27, Private,15, Separated, Sales, Husband, White, Male,64,121,17, United-States, <=50K
30, Never-worked,6, Never-married, Machine-op-inspct, Husband, White, Male,7954,292,66, Outlying-US(Guam-USVI-etc), >50K
20, Private,2, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3105,44,89, Peru, <=50K
21, Private,10, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,145,25,45, United-States, >50K
18, Private,6, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,79,6,65, United-States, <=50K
30, Private,14, Married-civ-spouse, Armed-Forces, Husband, White, Female,5,165,65, Outlying-US(Guam-USVI-etc), <=50K
26, ?,11, Divorced, Exec-managerial, Husband, White, Male,693,253,17, Honduras, <=50K
48, Local-gov,10, Never-married, Farming-fishing, Own-child, White, Male,13069,1305,52, South, <=50K
30, Private,6, Divorced, Farming-fishing, Not-in-family, White, Male,6371,283,62, Nicaragua, <=50K
39, Private,11, Divorced, Adm-clerical, Unmarried, Black, Male,1213,644,49, Outlying-US(Guam-USVI-etc), <=50K
27, Self-emp-not-inc,11, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,1132,328,19, United-States, >50K
39, State-gov,14, Married-civ-spouse, Transport-moving, Husband, Other, Female,1709,635,37, France, <=50K
37, Without-pay,6, Married-civ-spouse, Craft-repair, Unmarried, White, Male,29526,795,79, Taiwan, <=50K
