age,workclass,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
31.54,Private,Dropout,Married-civ-spouse,Craft-repair,Unmarried,White,Male,Low,Low,28.07,United-States,-1.0
50.37,Private,Dropout,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,36.65,United-States,-1.0
49.46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.15,United-States,-1.0
23.69,Private,Dropout,Never-married,Sales,Not-in-family,White,Female,Low,Low,40.91,United-States,-1.0
28.44,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,29.59,United-States,-1.0
54.3,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,Low,Low,34.79,United-States,1.0
49.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,27.52,United-States,-1.0
23.21,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,35.57,United-States,-1.0
25.71,Private,Associates,Divorced,Prof-specialty,Not-in-family,White,Male,Low,Low,29.05,United-States,-1.0
49.31,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Female,Low,Low,32.54,United-States,-1.0
26.72,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,50.81,United-States,-1.0
28.61,Private,Dropout,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,27.49,United-States,-1.0
54.3,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
33.67,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,34.75,United-States,1.0
24.2,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,Low,Low,35.05,United-States,-1.0
23.31,Private,Dropout,Married-civ-spouse,Craft-repair,Wife,White,Male,Low,Low,44.05,United-States,-1.0
32.83,Private,Associates,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,41.23,United-States,-1.0
54.3,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,56.41,United-States,1.0
50.13,Private,Associates,Separated,Prof-specialty,Own-child,White,Female,Low,Low,27.56,United-States,-1.0
27.48,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,49.77,United-States,-1.0
23.81,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Female,Low,Low,50.42,United-States,-1.0
23.2,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,49.49,United-States,-1.0
23.21,Private,Associates,Never-married,Other-service,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
43.18,Private,Associates,Never-married,Other-service,Husband,White,Male,Low,Low,44.45,United-States,-1.0
24.18,Private,Associates,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,50.91,United-States,-1.0
24.88,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,34.72,United-States,-1.0
23.23,Private,Associates,Never-married,Other-service,Own-child,White,Female,Low,Low,28.04,United-States,-1.0
23.55,Private,Some-college,Separated,Craft-repair,Husband,White,Male,Low,Low,31.58,United-States,-1.0
48.3,Private,Associates,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,Low,Low,49.36,United-States,-1.0
23.6,Private,Dropout,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,50.81,United-States,-1.0
24.67,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,29.0,United-States,-1.0
44.63,Private,Associates,Divorced,Adm-clerical,Own-child,White,Female,Low,Low,27.95,United-States,-1.0
49.31,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Female,Low,Low,35.69,United-States,-1.0
26.58,Private,Associates,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,27.48,United-States,-1.0
24.17,Private,Associates,Never-married,Craft-repair,Own-child,White,Male,Low,Low,32.22,United-States,-1.0
53.62,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
48.65,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,45.19,United-States,-1.0
29.95,Self-emp-not-inc,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,50.96,United-States,-1.0
23.71,Private,Associates,Never-married,Other-service,Not-in-family,White,Male,Low,Low,27.85,United-States,-1.0
23.29,Private,Associates,Never-married,Sales,Not-in-family,White,Female,Low,Low,28.05,United-States,-1.0
49.52,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Female,Low,Low,31.39,United-States,-1.0
27.8,Private,Dropout,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,50.63,United-States,-1.0
23.55,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,38.86,United-States,-1.0
33.69,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,43.17,United-States,1.0
23.32,Private,Associates,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,Low,Low,27.58,United-States,-1.0
34.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.4,United-States,1.0
50.17,Private,Dropout,Married-civ-spouse,Craft-repair,Own-child,White,Female,Low,Low,46.83,United-States,-1.0
23.78,Private,Dropout,Married-civ-spouse,Craft-repair,Wife,White,Male,Low,Low,32.58,United-States,-1.0
50.25,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
36.17,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,33.75,United-States,-1.0
49.07,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Female,Low,Low,42.46,United-States,-1.0
23.46,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,Low,Low,51.26,United-States,-1.0
50.38,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.04,United-States,-1.0
23.2,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,28.24,United-States,-1.0
25.29,Private,Dropout,Widowed,Sales,Other-relative,White,Male,Low,Low,33.33,United-States,-1.0
25.86,Private,Dropout,Divorced,Sales,Unmarried,White,Female,Low,Low,37.67,United-States,-1.0
33.67,Local-gov,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,Male,Low,Low,34.77,United-States,1.0
42.12,Private,Dropout,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,51.26,United-States,-1.0
23.29,Private,HS-grad,Never-married,Other-service,Husband,White,Male,Low,Low,29.72,United-States,-1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Female,Low,Low,56.41,United-States,1.0
54.27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,51.91,United-States,1.0
25.15,Private,Associates,Never-married,Other-service,Own-child,White,Male,Low,Low,33.73,United-States,-1.0
45.39,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.53,United-States,-1.0
24.2,Private,Associates,Never-married,Other-service,Not-in-family,White,Male,Low,Low,51.08,United-States,-1.0
50.23,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,50.19,United-States,-1.0
23.77,Private,Associates,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,30.04,United-States,-1.0
26.27,Private,Associates,Never-married,Other-service,Own-child,White,Female,Low,Low,30.41,United-States,-1.0
54.3,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,Low,54.52,United-States,1.0
23.25,Private,Dropout,Never-married,Other-service,Not-in-family,White,Male,Low,Low,33.57,United-States,-1.0
54.24,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,34.75,United-States,1.0
40.16,Private,Dropout,Never-married,Craft-repair,Husband,White,Male,Low,Low,51.12,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.34,United-States,1.0
33.67,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,Low,Low,34.82,United-States,1.0
23.52,Private,Dropout,Married-civ-spouse,Other-service,Own-child,White,Female,Low,Low,27.51,United-States,-1.0
27.35,Private,Associates,Never-married,Other-service,Husband,White,Male,Low,Low,50.72,United-States,-1.0
34.89,Private,Associates,Divorced,Other-service,Unmarried,White,Female,Low,Low,27.86,United-States,-1.0
33.43,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,27.6,United-States,-1.0
45.91,Private,Some-college,Never-married,Craft-repair,Husband,White,Male,Low,Low,50.44,United-States,-1.0
33.67,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Male,Low,Low,34.82,United-States,1.0
38.47,Private,Associates,Divorced,Craft-repair,Husband,White,Female,Low,Low,40.91,United-States,-1.0
32.14,Private,Dropout,Never-married,Other-service,Husband,White,Female,Low,Low,27.85,United-States,-1.0
46.09,Private,Dropout,Married-civ-spouse,Other-service,Not-in-family,White,Male,Low,Low,32.94,United-States,-1.0
50.17,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,46.36,United-States,-1.0
23.84,Private,Dropout,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,47.1,United-States,-1.0
36.44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,35.23,United-States,1.0
25.7,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,50.58,United-States,-1.0
33.69,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,34.75,United-States,1.0
23.2,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,31.93,United-States,-1.0
53.18,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
38.71,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,34.75,United-States,1.0
30.19,Private,Associates,Never-married,Other-service,Husband,White,Male,Low,Low,51.21,United-States,-1.0
42.3,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,37.78,United-States,-1.0
50.35,Private,Associates,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,33.59,United-States,-1.0
23.2,Private,Dropout,Never-married,Craft-repair,Own-child,White,Male,Low,Low,51.17,United-States,-1.0
44.72,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,51.2,United-States,-1.0
41.28,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,Low,Low,34.75,United-States,1.0
33.67,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
54.3,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,Low,Low,56.41,United-States,1.0
34.97,Private,Dropout,Never-married,Craft-repair,Husband,White,Male,Low,Low,28.33,United-States,-1.0
50.3,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,51.13,United-States,-1.0
28.41,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,28.46,United-States,-1.0
30.02,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,Low,Low,27.79,United-States,-1.0
33.67,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
33.67,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Female,Low,Low,34.75,United-States,1.0
49.52,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,28.58,United-States,-1.0
46.66,Private,Associates,Married-civ-spouse,Other-service,Not-in-family,White,Male,Low,Low,35.96,United-States,-1.0
44.74,Private,Associates,Never-married,Craft-repair,Husband,White,Male,Low,Low,36.04,United-States,-1.0
47.95,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,51.24,United-States,-1.0
25.43,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.05,United-States,-1.0
53.66,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,Low,56.41,United-States,1.0
24.27,Private,Associates,Never-married,Craft-repair,Own-child,White,Male,Low,Low,50.31,United-States,-1.0
54.3,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,Low,Low,56.41,United-States,1.0
24.09,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.26,United-States,-1.0
26.64,Private,Dropout,Divorced,Adm-clerical,Own-child,White,Female,Low,Low,34.11,United-States,-1.0
44.8,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,30.63,United-States,-1.0
24.24,Private,Associates,Never-married,Sales,Husband,White,Male,Low,Low,42.4,United-States,-1.0
46.1,Private,Associates,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,28.35,United-States,-1.0
43.92,Private,Associates,Never-married,Other-service,Husband,White,Male,Low,Low,37.01,United-States,-1.0
54.3,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,35.33,United-States,1.0
27.43,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
33.67,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
49.25,Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,Low,Low,27.52,United-States,-1.0
33.69,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,38.16,United-States,1.0
23.56,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
49.14,Private,HS-grad,Never-married,Other-service,Wife,White,Male,Low,Low,28.33,United-States,-1.0
50.36,Private,Associates,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,28.89,United-States,-1.0
30.22,Private,Associates,Never-married,Other-service,Not-in-family,White,Male,Low,Low,51.19,United-States,-1.0
54.26,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.35,United-States,1.0
34.94,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,47.91,United-States,-1.0
40.76,Private,Associates,Married-civ-spouse,Prof-specialty,Husband,White,Female,Low,Low,41.33,United-States,-1.0
23.48,Private,Associates,Never-married,Sales,Not-in-family,White,Male,Low,Low,39.2,United-States,-1.0
29.51,Private,Dropout,Never-married,Sales,Own-child,White,Female,Low,Low,27.65,United-States,-1.0
54.28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,34.75,United-States,1.0
38.95,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,Low,Low,47.13,United-States,-1.0
53.69,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
54.25,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
26.01,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,51.2,United-States,-1.0
36.05,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,46.17,United-States,-1.0
26.07,Private,Dropout,Never-married,Craft-repair,Husband,White,Male,Low,Low,32.25,United-States,-1.0
49.76,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,33.84,United-States,-1.0
25.61,Private,Associates,Never-married,Machine-op-inspct,Not-in-family,White,Female,Low,Low,44.94,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,34.75,United-States,1.0
23.2,Private,Associates,Never-married,Adm-clerical,Own-child,White,Male,Low,Low,27.5,United-States,-1.0
36.26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,51.07,United-States,-1.0
23.62,Private,Dropout,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,35.68,United-States,-1.0
26.34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,Low,Low,29.13,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,34.76,United-States,1.0
50.09,Private,Dropout,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,51.23,United-States,-1.0
23.24,Private,Associates,Never-married,Other-service,Own-child,White,Female,Low,Low,44.16,United-States,-1.0
23.83,Private,Associates,Never-married,Other-service,Not-in-family,White,Female,Low,Low,27.71,United-States,-1.0
30.47,Private,Dropout,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,50.49,United-States,-1.0
49.83,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Female,Low,Low,27.58,United-States,-1.0
45.92,Private,Dropout,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,41.2,United-States,-1.0
30.46,Private,Associates,Never-married,Sales,Not-in-family,White,Female,Low,Low,29.17,United-States,-1.0
50.26,Private,Associates,Married-civ-spouse,Prof-specialty,Husband,White,Female,Low,Low,27.53,United-States,-1.0
23.2,Private,Associates,Never-married,Other-service,Own-child,White,Male,Low,Low,27.57,United-States,-1.0
49.94,Private,Associates,Never-married,Exec-managerial,Husband,White,Female,Low,Low,37.7,United-States,-1.0
35.79,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,47.46,United-States,-1.0
47.91,Private,Dropout,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,34.97,United-States,-1.0
49.34,Private,Dropout,Never-married,Other-service,Own-child,White,Male,Low,Low,51.03,United-States,-1.0
33.67,Federal-gov,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,34.75,United-States,1.0
54.27,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,56.36,United-States,1.0
36.28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.2,United-States,-1.0
23.59,Private,Dropout,Divorced,Adm-clerical,Unmarried,White,Female,Low,Low,48.33,United-States,-1.0
44.21,Private,Dropout,Divorced,Craft-repair,Husband,White,Male,Low,Low,30.8,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,56.41,United-States,1.0
24.92,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,50.84,United-States,-1.0
50.28,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,33.56,United-States,-1.0
23.22,Private,Associates,Never-married,Sales,Own-child,White,Male,Low,Low,36.26,United-States,-1.0
50.2,Private,Some-college,Never-married,Sales,Own-child,White,Female,Low,Low,34.83,United-States,-1.0
49.59,Private,Associates,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,Low,Low,31.14,United-States,-1.0
23.2,Private,Associates,Never-married,Other-service,Not-in-family,White,Female,Low,Low,27.61,United-States,-1.0
53.18,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,34.75,United-States,1.0
23.2,Private,Associates,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,27.66,United-States,-1.0
24.89,Private,HS-grad,Never-married,Other-service,Husband,White,Male,Low,Low,27.92,United-States,-1.0
54.3,Private,Bachelors,Married-civ-spouse,Tech-support,Not-in-family,White,Male,Low,Low,36.77,United-States,1.0
29.65,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,47.87,United-States,-1.0
47.26,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,51.25,United-States,-1.0
48.8,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,32.33,United-States,-1.0
23.37,Private,Dropout,Never-married,Transport-moving,Not-in-family,White,Female,Low,Low,28.25,United-States,-1.0
54.3,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,Low,Low,34.75,United-States,1.0
46.19,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,Low,Low,43.3,United-States,-1.0
54.27,Private,Bachelors,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,Low,Low,56.41,United-States,1.0
42.35,Private,Associates,Never-married,Sales,Not-in-family,White,Female,Low,Low,36.86,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,34.75,United-States,1.0
52.48,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,Low,Low,45.84,United-States,1.0
50.33,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,Low,Low,29.43,United-States,-1.0
33.84,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Male,Low,Low,38.09,United-States,1.0
50.21,Private,Associates,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,28.61,United-States,-1.0
35.57,Private,Dropout,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,Low,Low,27.97,United-States,-1.0
23.33,Private,Associates,Never-married,Machine-op-inspct,Not-in-family,White,Male,Low,Low,38.73,United-States,-1.0
40.91,Private,Associates,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,44.23,United-States,-1.0
