age,workclass,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
23.21,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
23.39,Private,Associates,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,Low,Low,27.5,United-States,-1.0
54.3,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,56.41,United-States,1.0
23.2,Private,Dropout,Never-married,Craft-repair,Own-child,White,Female,Low,Low,27.53,United-States,-1.0
50.37,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
23.19,Private,Dropout,Never-married,Sales,Not-in-family,White,Female,Low,Low,28.22,United-States,-1.0
50.27,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Female,Low,Low,27.48,United-States,-1.0
50.39,Self-emp-not-inc,Dropout,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
23.19,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,51.23,United-States,-1.0
23.19,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,28.62,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Male,Low,Low,56.41,United-States,1.0
50.39,Private,Some-college,Married-civ-spouse,Other-service,Unmarried,White,Female,Low,Low,27.5,United-States,-1.0
50.39,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
50.39,Private,Associates,Never-married,Sales,Husband,White,Female,Low,Low,27.48,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,Low,Low,34.75,United-States,1.0
26.05,Private,Associates,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,27.52,United-States,-1.0
50.2,Private,Dropout,Divorced,Craft-repair,Husband,White,Male,Low,Low,27.48,United-States,-1.0
50.39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,Low,Low,50.98,United-States,-1.0
50.39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
48.53,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.22,United-States,-1.0
50.39,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,51.26,United-States,-1.0
29.22,Private,Dropout,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Low,Low,49.32,United-States,-1.0
50.35,Private,Dropout,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
54.3,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,35.22,United-States,1.0
54.3,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,34.75,United-States,1.0
50.29,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
54.3,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,34.75,United-States,1.0
50.38,Private,Associates,Never-married,Adm-clerical,Husband,White,Female,Low,Low,27.51,United-States,-1.0
50.39,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
37.25,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
49.68,Private,Associates,Separated,Adm-clerical,Not-in-family,White,Female,Low,Low,51.27,United-States,-1.0
23.21,Private,Dropout,Never-married,Sales,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
50.37,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,51.0,United-States,-1.0
50.36,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
50.39,Private,Associates,Married-civ-spouse,Other-service,Not-in-family,White,Female,Low,Low,41.37,United-States,-1.0
41.4,Private,Associates,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
24.56,Private,Associates,Separated,Sales,Unmarried,White,Female,Low,Low,27.62,United-States,-1.0
54.3,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,Low,Low,34.99,United-States,1.0
33.67,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
33.67,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,Low,Low,56.41,United-States,1.0
48.29,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,51.26,United-States,-1.0
23.78,Private,Associates,Married-civ-spouse,Other-service,Not-in-family,White,Male,Low,Low,38.21,United-States,-1.0
23.22,Private,Dropout,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,27.48,United-States,-1.0
23.2,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,27.97,United-States,-1.0
50.38,Private,Associates,Never-married,Other-service,Not-in-family,White,Female,Low,Low,51.26,United-States,-1.0
50.3,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,46.31,United-States,-1.0
23.19,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,Low,Low,27.48,United-States,-1.0
54.25,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Female,Low,Low,56.41,United-States,1.0
34.46,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,31.2,United-States,-1.0
50.39,Private,Associates,Never-married,Adm-clerical,Unmarried,White,Female,Low,Low,28.19,United-States,-1.0
23.27,Private,Dropout,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,27.81,United-States,-1.0
30.58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,42.56,United-States,-1.0
54.3,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,34.75,United-States,1.0
32.14,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
23.19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
23.23,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
24.03,Private,Associates,Never-married,Other-service,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
54.3,Private,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Female,Low,Low,34.77,United-States,1.0
50.39,Private,Associates,Married-civ-spouse,Prof-specialty,Husband,White,Female,Low,Low,48.42,United-States,-1.0
33.67,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,34.75,United-States,1.0
46.14,Private,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
23.19,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,34.71,United-States,-1.0
23.19,Private,Dropout,Never-married,Other-service,Not-in-family,White,Female,Low,Low,28.13,United-States,-1.0
50.39,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
23.29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
54.3,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
50.39,Private,Associates,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,51.27,United-States,-1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,34.76,United-States,1.0
33.67,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,Low,Low,56.41,United-States,1.0
50.39,Private,Dropout,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,Low,Low,40.87,United-States,-1.0
48.18,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,51.27,United-States,-1.0
49.2,Private,Associates,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,47.28,United-States,-1.0
33.48,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
23.19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.49,United-States,-1.0
50.39,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
36.03,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,34.75,United-States,1.0
23.19,Private,Dropout,Never-married,Other-service,Own-child,White,Male,Low,Low,27.48,United-States,-1.0
26.79,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.49,United-States,-1.0
50.39,Private,Dropout,Married-civ-spouse,Adm-clerical,Husband,White,Female,Low,Low,45.9,United-States,-1.0
50.35,Self-emp-not-inc,Associates,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,51.19,United-States,-1.0
50.39,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,51.27,United-States,-1.0
50.28,Self-emp-not-inc,Associates,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,34.89,United-States,-1.0
23.19,Private,Dropout,Never-married,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
23.2,Private,Dropout,Never-married,Craft-repair,Unmarried,White,Male,Low,Low,27.96,United-States,-1.0
50.16,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Male,Low,Low,34.75,United-States,1.0
23.2,Private,Associates,Never-married,Other-service,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
37.99,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.49,United-States,-1.0
33.67,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,Low,Low,56.17,United-States,1.0
54.15,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,56.06,United-States,1.0
50.39,Private,Dropout,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,Low,50.94,United-States,-1.0
50.1,Self-emp-not-inc,Associates,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,51.26,United-States,-1.0
54.3,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,40.21,United-States,1.0
23.2,Private,Dropout,Never-married,Machine-op-inspct,Not-in-family,White,Male,Low,Low,50.69,United-States,-1.0
33.67,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,56.41,United-States,1.0
48.62,Private,Associates,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,38.11,United-States,-1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
54.3,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
23.19,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
48.68,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
33.67,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,56.41,United-States,1.0
33.67,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Male,Low,Low,56.41,United-States,1.0
33.84,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,56.41,United-States,1.0
50.39,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,51.27,United-States,-1.0
50.39,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,31.63,United-States,-1.0
23.19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Low,Low,27.48,United-States,-1.0
23.2,Private,Dropout,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,Low,Low,27.95,United-States,-1.0
50.18,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,51.2,United-States,-1.0
23.72,Private,Dropout,Divorced,Other-service,Husband,White,Male,Low,Low,28.81,United-States,-1.0
49.74,Private,Associates,Separated,Craft-repair,Husband,White,Male,Low,Low,51.26,United-States,-1.0
23.2,Private,Dropout,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,41.84,United-States,-1.0
48.88,Private,Associates,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
23.19,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,51.27,United-States,-1.0
50.39,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
50.39,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,27.5,United-States,-1.0
23.19,Private,Associates,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,51.26,United-States,-1.0
54.3,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
38.88,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,51.26,United-States,-1.0
50.29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,35.05,United-States,-1.0
33.69,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,34.92,United-States,1.0
23.19,Private,Associates,Never-married,Craft-repair,Husband,White,Male,Low,Low,51.08,United-States,-1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,48.78,United-States,1.0
50.39,Private,Associates,Divorced,Adm-clerical,Not-in-family,White,Male,Low,Low,51.27,United-States,-1.0
23.19,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,55.92,United-States,1.0
50.39,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Male,Low,Low,37.29,United-States,-1.0
50.39,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,51.08,United-States,-1.0
54.25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,56.41,United-States,1.0
50.39,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,43.05,United-States,-1.0
38.03,Private,Dropout,Never-married,Other-service,Husband,White,Male,Low,Low,27.93,United-States,-1.0
50.39,Private,Associates,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,Low,Low,51.14,United-States,-1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,36.96,United-States,1.0
33.67,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,56.41,United-States,1.0
24.19,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,Low,Low,30.3,United-States,-1.0
33.67,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Male,Low,Low,34.75,United-States,1.0
33.67,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,Low,Low,34.75,United-States,1.0
50.39,Self-emp-not-inc,Associates,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.26,United-States,-1.0
48.09,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,51.2,United-States,-1.0
54.3,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
50.39,Self-emp-not-inc,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,51.12,United-States,-1.0
50.38,Private,Associates,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,51.27,United-States,-1.0
23.19,Private,Dropout,Never-married,Other-service,Own-child,White,Male,Low,Low,34.19,United-States,-1.0
50.38,Private,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.5,United-States,-1.0
23.19,Private,Dropout,Never-married,Other-service,Not-in-family,White,Male,Low,Low,28.75,United-States,-1.0
23.2,Self-emp-not-inc,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.22,United-States,-1.0
54.3,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,34.75,United-States,1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,56.41,United-States,1.0
23.26,Private,Dropout,Never-married,Craft-repair,Own-child,White,Male,Low,Low,27.92,United-States,-1.0
23.54,Private,Associates,Never-married,Sales,Not-in-family,White,Female,Low,Low,40.59,United-States,-1.0
54.3,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,Low,Low,34.75,United-States,1.0
50.34,Private,Dropout,Divorced,Other-service,Not-in-family,White,Female,Low,Low,51.19,United-States,-1.0
50.39,Private,Associates,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,51.27,United-States,-1.0
23.2,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,36.85,United-States,-1.0
23.19,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,51.26,United-States,-1.0
46.43,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,38.3,United-States,1.0
54.3,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,56.41,United-States,1.0
54.3,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,Low,Low,34.75,United-States,1.0
29.66,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,28.08,United-States,-1.0
54.3,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
23.19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,27.48,United-States,-1.0
50.32,Private,Dropout,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.27,United-States,-1.0
23.23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,50.62,United-States,-1.0
23.19,Private,Associates,Never-married,Other-service,Not-in-family,White,Female,Low,Low,51.19,United-States,-1.0
50.39,Self-emp-not-inc,Associates,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,51.22,United-States,-1.0
50.17,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,45.48,United-States,-1.0
36.57,Local-gov,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,Male,Low,Low,34.75,United-States,1.0
23.19,Private,Dropout,Never-married,Craft-repair,Not-in-family,White,Female,Low,Low,28.34,United-States,-1.0
33.67,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,Low,Low,34.75,United-States,1.0
50.39,Private,Associates,Divorced,Adm-clerical,Husband,White,Female,Low,Low,28.02,United-States,-1.0
33.67,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,Low,Low,56.41,United-States,1.0
23.19,Private,Dropout,Never-married,Other-service,Not-in-family,White,Male,Low,Low,34.68,United-States,-1.0
33.67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,56.41,United-States,1.0
33.67,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,56.41,United-States,1.0
23.19,Private,Dropout,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
50.39,Private,Dropout,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,Low,Low,51.27,United-States,-1.0
23.2,Private,Dropout,Never-married,Other-service,Not-in-family,White,Male,Low,Low,48.12,United-States,-1.0
50.31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,Low,Low,28.41,United-States,-1.0
50.39,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Female,Low,Low,36.82,United-States,-1.0
50.02,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,51.27,United-States,-1.0
44.6,Self-emp-not-inc,Associates,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,27.77,United-States,-1.0
54.3,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,56.41,United-States,1.0
33.72,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,56.41,United-States,1.0
50.39,Self-emp-not-inc,Associates,Never-married,Sales,Not-in-family,White,Female,Low,Low,51.27,United-States,-1.0
50.39,Private,Associates,Divorced,Other-service,Not-in-family,White,Female,Low,Low,27.48,United-States,-1.0
50.13,Private,Dropout,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,46.88,United-States,-1.0
